Place Name,Total Transactions count,Total Amount,Quarter,Year,State
theni district,317448,663250209.0122557,1,2020,tamil-nadu
ranipet district,510180,954319079.6542504,1,2020,tamil-nadu
namakkal district,608364,1275350220.231666,1,2020,tamil-nadu
vellore district,1236004,1793602013.134607,1,2020,tamil-nadu
thiruvarur district,212930,408094487.0434287,1,2020,tamil-nadu
tiruchirappalli district,1239752,2259353198.231264,2,2020,tamil-nadu
ramanathapuram district,403786,661632822.2122507,2,2020,tamil-nadu
krishnagiri district,1815882,2926042853.456264,2,2020,tamil-nadu
cuddalore district,929530,1458835726.459226,2,2020,tamil-nadu
kancheepuram district,2203060,3393883768.084097,2,2020,tamil-nadu
tiruppur district,1672101,2911511483.818271,2,2020,tamil-nadu
dharmapuri district,971777,1539558695.627113,2,2020,tamil-nadu
thoothukkudi district,585510,938884780.0900333,2,2020,tamil-nadu
thanjavur district,783386,1304374742.208425,2,2020,tamil-nadu
madurai district,1479517,2674909377.665057,2,2020,tamil-nadu
tiruvannamalai district,1016764,1564647529.036447,2,2020,tamil-nadu
salem district,1996687,3860454261.651264,2,2020,tamil-nadu
nagapattinam district,390613,608201139.5141095,2,2020,tamil-nadu
tirupathur district,631124,960294057.5729526,2,2020,tamil-nadu
ariyalur district,263779,410063988.6066291,2,2020,tamil-nadu
chennai district,12611208,29147317644.503098,2,2020,tamil-nadu
the nilgiris district,355454,581703441.9510608,2,2020,tamil-nadu
erode district,1139240,2119973187.186031,2,2020,tamil-nadu
karur district,382119,633428413.9921837,2,2020,tamil-nadu
kallakkurichi district,607847,980428588.720606,2,2020,tamil-nadu
viluppuram district,766917,1162943132.235691,2,2020,tamil-nadu
pudukkottai district,459794,750888437.2587082,2,2020,tamil-nadu
perambalur district,198639,329964998.7805215,2,2020,tamil-nadu
coimbatore district,4598586,9331489602.73216,2,2020,tamil-nadu
virudhunagar district,638466,1035203731.176052,2,2020,tamil-nadu
dindigul district,875201,1467678448.642478,2,2020,tamil-nadu
sivaganga district,466843,832938854.3656999,2,2020,tamil-nadu
tenkasi district,393743,607997551.0017486,2,2020,tamil-nadu
chengalpattu district,3911793,5672393784.752347,2,2020,tamil-nadu
kanniyakumari district,642785,1002764983.2127302,2,2020,tamil-nadu
tirunelveli district,595006,981716780.5785342,2,2020,tamil-nadu
thiruvallur district,3872452,6511946063.8743,2,2020,tamil-nadu
theni district,456942,841976234.1873717,2,2020,tamil-nadu
ranipet district,609090,998988164.0633076,2,2020,tamil-nadu
namakkal district,686147,1323772060.7081692,2,2020,tamil-nadu
vellore district,907130,1535487877.7360191,2,2020,tamil-nadu
thiruvarur district,311440,502858490.93678534,2,2020,tamil-nadu
tiruchirappalli district,1609739,3502678622.794971,3,2020,tamil-nadu
ramanathapuram district,450267,948111943.4278742,3,2020,tamil-nadu
krishnagiri district,2701216,4989224721.359926,3,2020,tamil-nadu
cuddalore district,1103451,2101118231.97526,3,2020,tamil-nadu
kancheepuram district,3333347,5572087481.284177,3,2020,tamil-nadu
tiruppur district,2654998,5542739051.315314,3,2020,tamil-nadu
dharmapuri district,1221794,2483972861.150058,3,2020,tamil-nadu
thoothukkudi district,720309,1430208948.909895,3,2020,tamil-nadu
thanjavur district,932026,1944980672.518354,3,2020,tamil-nadu
madurai district,2157858,4867134340.423642,3,2020,tamil-nadu
tiruvannamalai district,1117986,2109539881.7810168,3,2020,tamil-nadu
salem district,3016579,6990924402.004694,3,2020,tamil-nadu
nagapattinam district,442833,905174369.872862,3,2020,tamil-nadu
tirupathur district,767383,1468351781.254028,3,2020,tamil-nadu
ariyalur district,290012,560977093.7598885,3,2020,tamil-nadu
chennai district,17354210,39868873382.45007,3,2020,tamil-nadu
the nilgiris district,426914,842011481.3843609,3,2020,tamil-nadu
erode district,1662818,3580607368.64768,3,2020,tamil-nadu
karur district,476013,959688140.4116528,3,2020,tamil-nadu
kallakkurichi district,709498,1411184195.159812,3,2020,tamil-nadu
viluppuram district,890428,1650714869.6221972,3,2020,tamil-nadu
pudukkottai district,511066,1002875479.7404411,3,2020,tamil-nadu
perambalur district,248365,486856551.58662724,3,2020,tamil-nadu
coimbatore district,6742559,13861133095.484821,3,2020,tamil-nadu
virudhunagar district,755042,1537205704.5032399,3,2020,tamil-nadu
dindigul district,1046352,2133131071.932984,3,2020,tamil-nadu
sivaganga district,560050,1214796694.780692,3,2020,tamil-nadu
tenkasi district,437580,877523651.9291974,3,2020,tamil-nadu
chengalpattu district,5205491,7909757202.294512,3,2020,tamil-nadu
kanniyakumari district,807770,1584289202.7996361,3,2020,tamil-nadu
tirunelveli district,735138,1502249272.9943452,3,2020,tamil-nadu
thiruvallur district,5496010,10295422113.344238,3,2020,tamil-nadu
theni district,536068,1206090412.791021,3,2020,tamil-nadu
ranipet district,758850,1435344028.935311,3,2020,tamil-nadu
namakkal district,878266,1988968361.8025641,3,2020,tamil-nadu
vellore district,1172385,2371471268.353292,3,2020,tamil-nadu
thiruvarur district,347154,703997543.8828171,3,2020,tamil-nadu
tiruchirappalli district,2464746,5291331688.157503,4,2020,tamil-nadu
ramanathapuram district,622498,1360009136.176497,4,2020,tamil-nadu
krishnagiri district,5011992,9044884706.251484,4,2020,tamil-nadu
cuddalore district,1633984,3084770467.789626,4,2020,tamil-nadu
kancheepuram district,6509711,9795433898.261469,4,2020,tamil-nadu
tiruppur district,4364806,8662796446.594257,4,2020,tamil-nadu
dharmapuri district,1902446,4029773950.4717703,4,2020,tamil-nadu
thoothukkudi district,1025293,2096065758.5672607,4,2020,tamil-nadu
thanjavur district,1385065,2813748477.865596,4,2020,tamil-nadu
madurai district,3222620,7010358411.213523,4,2020,tamil-nadu
tiruvannamalai district,1662872,3151358781.444036,4,2020,tamil-nadu
salem district,4407759,9865912487.837538,4,2020,tamil-nadu
nagapattinam district,664899,1298601389.695669,4,2020,tamil-nadu
tirupathur district,1301514,2436174292.046173,4,2020,tamil-nadu
ariyalur district,387497,743274399.6431041,4,2020,tamil-nadu
chennai district,24172148,46230345977.31428,4,2020,tamil-nadu
the nilgiris district,715903,1389804925.0072498,4,2020,tamil-nadu
erode district,2534766,5126731992.032161,4,2020,tamil-nadu
karur district,721954,1457183761.230173,4,2020,tamil-nadu
kallakkurichi district,959178,1942813252.512846,4,2020,tamil-nadu
viluppuram district,1372880,2475210959.167644,4,2020,tamil-nadu
pudukkottai district,724855,1483819411.301909,4,2020,tamil-nadu
perambalur district,365657,715175756.8905729,4,2020,tamil-nadu
coimbatore district,10473572,18723397961.285152,4,2020,tamil-nadu
virudhunagar district,1102516,2383190479.025921,4,2020,tamil-nadu
dindigul district,1631369,3318607660.087685,4,2020,tamil-nadu
sivaganga district,797194,1721864988.650603,4,2020,tamil-nadu
tenkasi district,609674,1274667229.591744,4,2020,tamil-nadu
chengalpattu district,10168033,13669246947.72909,4,2020,tamil-nadu
kanniyakumari district,1166505,2382779400.116146,4,2020,tamil-nadu
tirunelveli district,1111193,2260434387.216198,4,2020,tamil-nadu
thiruvallur district,10184454,17303936393.2994,4,2020,tamil-nadu
theni district,804224,1801741591.651776,4,2020,tamil-nadu
ranipet district,1248949,2325606203.7697453,4,2020,tamil-nadu
namakkal district,1351038,3027640522.7142158,4,2020,tamil-nadu
vellore district,1923419,3810475312.8014083,4,2020,tamil-nadu
thiruvarur district,472518,964028095.5818014,4,2020,tamil-nadu
tiruchirappalli district,2534430,5757901187.932754,1,2021,tamil-nadu
ramanathapuram district,631789,1554931692.777401,1,2021,tamil-nadu
krishnagiri district,5202492,9440763059.482832,1,2021,tamil-nadu
cuddalore district,1707504,3517107575.659477,1,2021,tamil-nadu
kancheepuram district,7239244,10815729803.34292,1,2021,tamil-nadu
tiruppur district,4975985,9855808601.269077,1,2021,tamil-nadu
dharmapuri district,1935044,4467489202.169479,1,2021,tamil-nadu
thoothukkudi district,1024223,2295990424.140427,1,2021,tamil-nadu
thanjavur district,1422654,3220591281.6633286,1,2021,tamil-nadu
madurai district,3516926,7776155489.0908375,1,2021,tamil-nadu
tiruvannamalai district,1645538,3445029710.066068,1,2021,tamil-nadu
salem district,5675889,12397067358.3123,1,2021,tamil-nadu
nagapattinam district,689365,1537599764.657482,1,2021,tamil-nadu
tirupathur district,1373386,2765064695.4234643,1,2021,tamil-nadu
ariyalur district,381503,827174237.8486408,1,2021,tamil-nadu
chennai district,39623781,67401706552.93741,1,2021,tamil-nadu
the nilgiris district,765592,1525536741.036881,1,2021,tamil-nadu
erode district,3015359,6105816825.193927,1,2021,tamil-nadu
karur district,743870,1632503232.2905831,1,2021,tamil-nadu
kallakkurichi district,992263,2227491859.8830943,1,2021,tamil-nadu
viluppuram district,1447099,2796485186.5226912,1,2021,tamil-nadu
pudukkottai district,717862,1670160006.5136101,1,2021,tamil-nadu
perambalur district,362847,795881350.4264939,1,2021,tamil-nadu
coimbatore district,13630124,22657497371.803448,1,2021,tamil-nadu
virudhunagar district,1109562,2480352479.6040726,1,2021,tamil-nadu
dindigul district,1675353,3733288913.068657,1,2021,tamil-nadu
sivaganga district,803444,1871616574.155126,1,2021,tamil-nadu
tenkasi district,586227,1368272015.861785,1,2021,tamil-nadu
chengalpattu district,11689531,15537387199.626883,1,2021,tamil-nadu
kanniyakumari district,1190574,2593569110.9656763,1,2021,tamil-nadu
tirunelveli district,1143931,2464834832.450224,1,2021,tamil-nadu
thiruvallur district,11085004,18895161862.27714,1,2021,tamil-nadu
theni district,831827,1963096378.7153711,1,2021,tamil-nadu
ranipet district,1250636,2494409737.4287553,1,2021,tamil-nadu
namakkal district,1391436,3321591123.856344,1,2021,tamil-nadu
vellore district,2072042,4306538176.971644,1,2021,tamil-nadu
thiruvarur district,472338,1150542258.225264,1,2021,tamil-nadu
tiruchirappalli district,2802791,5989876679.724473,2,2021,tamil-nadu
ramanathapuram district,798185,1781472318.718889,2,2021,tamil-nadu
krishnagiri district,5709389,10202810394.13458,2,2021,tamil-nadu
cuddalore district,2104002,3951860482.8076982,2,2021,tamil-nadu
kancheepuram district,6712965,10372666957.16897,2,2021,tamil-nadu
tiruppur district,5150795,9379303653.111609,2,2021,tamil-nadu
dharmapuri district,2359010,4862765621.436455,2,2021,tamil-nadu
thoothukkudi district,1235343,2578339769.1596274,2,2021,tamil-nadu
thanjavur district,1640555,3416074243.824894,2,2021,tamil-nadu
madurai district,3953976,8300059490.344873,2,2021,tamil-nadu
tiruvannamalai district,1985072,3856475911.797144,2,2021,tamil-nadu
salem district,6557056,13210082950.603281,2,2021,tamil-nadu
nagapattinam district,791395,1603740775.831827,2,2021,tamil-nadu
tirupathur district,1664696,3096439056.007771,2,2021,tamil-nadu
ariyalur district,497484,968590644.6844518,2,2021,tamil-nadu
chennai district,43737916,74499227803.6517,2,2021,tamil-nadu
the nilgiris district,810947,1566496075.596955,2,2021,tamil-nadu
erode district,3273510,6223483781.161043,2,2021,tamil-nadu
karur district,878890,1756585805.1623802,2,2021,tamil-nadu
kallakkurichi district,1265522,2528572642.064455,2,2021,tamil-nadu
viluppuram district,1691100,3055469304.042017,2,2021,tamil-nadu
pudukkottai district,887414,1878724769.0651233,2,2021,tamil-nadu
perambalur district,435091,918814447.3710897,2,2021,tamil-nadu
coimbatore district,13478464,22760967333.98004,2,2021,tamil-nadu
virudhunagar district,1328980,2829209746.352104,2,2021,tamil-nadu
dindigul district,1926229,4084399404.4486322,2,2021,tamil-nadu
sivaganga district,991039,2138901770.519409,2,2021,tamil-nadu
tenkasi district,747381,1613264780.7995112,2,2021,tamil-nadu
chengalpattu district,10075805,14457269251.206602,2,2021,tamil-nadu
kanniyakumari district,1398479,3021399531.8626623,2,2021,tamil-nadu
tirunelveli district,1372707,2810892734.1594663,2,2021,tamil-nadu
thiruvallur district,10992425,19318347570.29032,2,2021,tamil-nadu
theni district,1006998,2256366700.018511,2,2021,tamil-nadu
ranipet district,1430560,2810335099.931938,2,2021,tamil-nadu
namakkal district,1575727,3596658592.319852,2,2021,tamil-nadu
vellore district,2319925,4575493116.641007,2,2021,tamil-nadu
thiruvarur district,570619,1215901816.548285,2,2021,tamil-nadu
tiruchirappalli district,3736365,8136231980.248919,3,2021,tamil-nadu
ramanathapuram district,1028742,2349967987.748192,3,2021,tamil-nadu
krishnagiri district,8122339,14578072272.70869,3,2021,tamil-nadu
cuddalore district,2771525,5246388698.49807,3,2021,tamil-nadu
kancheepuram district,9646258,14550143056.67613,3,2021,tamil-nadu
tiruppur district,8398025,15282996499.831749,3,2021,tamil-nadu
dharmapuri district,3165112,6750977106.361299,3,2021,tamil-nadu
thoothukkudi district,1648598,3549683754.77584,3,2021,tamil-nadu
thanjavur district,2123436,4642138035.103878,3,2021,tamil-nadu
madurai district,5142737,11208939183.589071,3,2021,tamil-nadu
tiruvannamalai district,2496046,5012701130.6341715,3,2021,tamil-nadu
salem district,8972048,18517560410.07822,3,2021,tamil-nadu
nagapattinam district,1080569,2291158512.005002,3,2021,tamil-nadu
tirupathur district,2250740,4279948252.1185846,3,2021,tamil-nadu
ariyalur district,658430,1302833298.380322,3,2021,tamil-nadu
chennai district,60971210,100463999673.287,3,2021,tamil-nadu
the nilgiris district,1147621,2226960234.278348,3,2021,tamil-nadu
erode district,4668549,9015063256.621798,3,2021,tamil-nadu
karur district,1215220,2538560234.489727,3,2021,tamil-nadu
kallakkurichi district,1635742,3336289610.826971,3,2021,tamil-nadu
viluppuram district,2157103,3952931604.134073,3,2021,tamil-nadu
pudukkottai district,1151943,2522917992.224124,3,2021,tamil-nadu
perambalur district,569636,1164081951.2492151,3,2021,tamil-nadu
coimbatore district,20245762,33773953433.753258,3,2021,tamil-nadu
virudhunagar district,1750490,3906229438.332006,3,2021,tamil-nadu
dindigul district,2698900,5791216155.941603,3,2021,tamil-nadu
sivaganga district,1290549,2864305904.025862,3,2021,tamil-nadu
tenkasi district,974832,2236394720.440545,3,2021,tamil-nadu
chengalpattu district,14140388,19685011908.63714,3,2021,tamil-nadu
kanniyakumari district,1877533,4143575246.8893757,3,2021,tamil-nadu
tirunelveli district,1846166,3848343515.8596597,3,2021,tamil-nadu
thiruvallur district,15395149,26049988524.55871,3,2021,tamil-nadu
theni district,1367368,3070541723.4354486,3,2021,tamil-nadu
ranipet district,1899157,3748580002.32146,3,2021,tamil-nadu
namakkal district,2234405,5151268721.204434,3,2021,tamil-nadu
vellore district,3162215,6375710716.318077,3,2021,tamil-nadu
thiruvarur district,716496,1641658306.340527,3,2021,tamil-nadu
tiruchirappalli district,4814042,10030942198.94625,4,2021,tamil-nadu
ramanathapuram district,1246669,2780827994.330324,4,2021,tamil-nadu
krishnagiri district,10363352,18220873236.79904,4,2021,tamil-nadu
cuddalore district,3416287,6301578485.453919,4,2021,tamil-nadu
kancheepuram district,11777894,17286201190.03967,4,2021,tamil-nadu
tiruppur district,11167439,18701118258.10759,4,2021,tamil-nadu
dharmapuri district,4084248,8521324061.002513,4,2021,tamil-nadu
thoothukkudi district,2046353,4257749141.726399,4,2021,tamil-nadu
thanjavur district,2623667,5525021230.471263,4,2021,tamil-nadu
madurai district,6309318,13464800515.29655,4,2021,tamil-nadu
tiruvannamalai district,3112963,6154998056.425686,4,2021,tamil-nadu
salem district,11783515,22754882844.82726,4,2021,tamil-nadu
nagapattinam district,1340753,2671430043.215294,4,2021,tamil-nadu
tirupathur district,2872662,5331962361.389108,4,2021,tamil-nadu
ariyalur district,807477,1566152800.160864,4,2021,tamil-nadu
chennai district,76229690,118203166308.69281,4,2021,tamil-nadu
the nilgiris district,1558845,2857114042.709935,4,2021,tamil-nadu
erode district,6109637,11279232350.572422,4,2021,tamil-nadu
karur district,1566335,3172350948.0010552,4,2021,tamil-nadu
kallakkurichi district,2028745,4010952254.763807,4,2021,tamil-nadu
viluppuram district,2599072,4570490420.456165,4,2021,tamil-nadu
